[00:00:00.830 --> 00:00:03.652]  Coast to Coast, direct from Austin.
[00:41:11.493 --> 00:41:13.615]  I mean, this is the most amazing story.
[00:41:13.875 --> 00:41:24.963]  We have actually several books written by people who have looked into this, and one of them, I'm sure you know, Dr. Jerome Quircy, and he's certainly a very reliable Harvard trained
[00:41:25.839 --> 00:41:29.920]  A person writes for WorldNetDaily, and he's written a book on Hitler's escape.
[00:41:29.980 --> 00:41:36.421]  There's another one called The Gray Wolf, another one called, written by a fellow named Chuck Sharp, who writes The Shark Hunters.
[00:41:37.101 --> 00:41:39.602]  And basically, Adolf Hitler escaped!
[00:41:39.982 --> 00:41:49.104]  Now, if that is true, then it means that almost everything we have been told by the media through the years is a lie, and as you and I both know, it is a lie.
[00:41:50.382 --> 00:41:56.166]  Until we get the American people to understand we've been lied to, and we are being lied to, nothing's going to change.
[00:41:56.186 --> 00:42:03.091]  But if we're going to turn this thing around, we're going to have to get people informed, and then they're going to have to get involved.
[00:42:03.151 --> 00:42:16.441]  And one of the biggest problems is, Alex, is that the average individual, well, he may vote or he may not vote, and he's going to tell other people, but people have to start getting involved in the local
[00:42:17.694 --> 00:42:20.115]  Political system in their communities.
[00:42:20.175 --> 00:42:24.878]  We're going to have to take America back from the bottom up because there's control from the top down.
[00:42:25.738 --> 00:42:28.039]  And basically the other side's working every day.
[00:42:28.059 --> 00:42:32.381]  Our people don't even want to spend one night a week involved.
[00:42:32.541 --> 00:42:46.128]  I mean, I would say to every one of your listeners, you've got to get started today, putting it at least one day a week in the political process locally, supporting the local politicians who are honest, getting rid of the local politicians who are bad.
[00:42:46.638 --> 00:42:57.846]  Contribute your money, help get the information out, start talking to people, and get them involved in the political process, and simply change our entire local structure.
[00:42:57.906 --> 00:43:02.870]  We need to change our boards of supervisors, our city councils, our school boards.
[00:43:03.431 --> 00:43:07.774]  We need to start taking America back, and if we don't do it, we're going to lose by default.
[00:43:09.175 --> 00:43:16.458]  Well, undoubtedly, if it wasn't for you and so many others that came before you in the last 52 years that you've been fighting, they would have already gotten their program through.
[00:43:16.518 --> 00:43:24.681]  But in their globalist own words, they admit they're trying to create an artificial, synthetic reality for us.
[00:43:24.701 --> 00:43:25.301]  Right.
[00:43:25.641 --> 00:43:30.223]  Encapsulated where everything's basically like Times Square with their disinformation.
[00:43:31.599 --> 00:43:37.782]  Overthrowing reality so they can sell us on all the unnatural things they want to do.
[00:43:37.842 --> 00:43:38.922]  They want to play God.
[00:43:40.423 --> 00:43:53.208]  And when you find out that all the major things we've been told are a lie, and then you look at how anti-human the controllers are, you come to the realization that they are a cultist.
[00:43:53.848 --> 00:43:58.110]  And I know in your book, bestseller, Brotherhood of Darkness, that WorldNetDaily and others helped put out,
[00:43:59.082 --> 00:44:01.824]  Well, basically, you know, how do you make any sense out of what's going on?
[00:44:02.184 --> 00:44:03.765]  People will always tell you the enemy is communism.
[00:44:04.506 --> 00:44:04.626]  No!
[00:44:04.666 --> 00:44:05.807]  We finance communism since its inception.
[00:44:05.827 --> 00:44:07.768]  The enemy is fascism and the Nazis.
[00:44:27.672 --> 00:44:29.473]  And basically, this is all a lie.
[00:44:30.514 --> 00:44:32.215]  How do you understand what's going on?
[00:44:32.275 --> 00:44:36.398]  How do you understand the series of wars we've had?
[00:44:36.418 --> 00:44:40.100]  The First World War, the Second World War, and the coming Third World War?
[00:44:40.720 --> 00:44:46.024]  Well, you can only understand this when you understand that there is another force there.
[00:44:46.604 --> 00:44:49.706]  The people on the right think that the left controls everything.
[00:44:49.726 --> 00:44:50.427]  What's going on?
[00:44:50.447 --> 00:44:54.029]  The people on the left think that the people on the right control it.
[00:44:54.565 --> 00:44:55.385]  And they're both wrong.
[00:44:55.645 --> 00:45:06.368]  There is this other group, and I call them the Brotherhood of Darkness, but they are made up basically of people of great wealth who are deeply involved in the occult.
[00:45:07.088 --> 00:45:10.910]  And they actually rely on supernatural occurrences.
[00:45:11.470 --> 00:45:13.690]  They actually have supernatural power.
[00:45:14.310 --> 00:45:20.132]  These people have wealth beyond comprehension for the average individual.
[00:45:20.592 --> 00:45:23.253]  What is so difficult for most people to believe
[00:45:23.997 --> 00:45:27.519]  There really is a supernatural component to life.
[00:45:27.539 --> 00:45:32.523]  I mean, we live, we're born, and we go through life, and we die.
[00:45:33.283 --> 00:45:36.905]  But of course there is something much more to life than simply that.
[00:45:37.506 --> 00:45:48.773]  There really is a God, there really are supernatural forces, and once you have a personal relationship with our Lord, all you'll see is Him interfering and certainly interjecting
[00:45:49.643 --> 00:45:52.445]  Him in your life almost on a daily basis.
[00:45:53.006 --> 00:46:01.572]  It's almost impossible to believe, but I'm sure that you and other people who are Christians see that influence of God.
[00:46:01.672 --> 00:46:09.619]  No, I've experienced so much providence and then I feel ashamed that I'm given this many chances and this much providence.
[00:46:09.639 --> 00:46:10.940]  I mean, is that what it feels like for you?
[00:46:11.340 --> 00:46:12.000]  Amen to that.
[00:46:12.121 --> 00:46:19.126]  But God is guiding us and there's a small number of us who are out there on the front lines of this battle being protected and
[00:46:19.565 --> 00:46:27.611]  And getting the word out, and I'm just hoping and praying that more and more people will turn to God and get involved in this.
[00:46:27.691 --> 00:46:32.955]  We're not going to be able to defeat these wicked people on our own only with God's help.
[00:46:33.015 --> 00:46:33.495]  We can't!
[00:46:33.876 --> 00:46:42.302]  We're involved in a spiritual battle that's being fought on a political, ideological, and cultural battlefield, but it is really a spiritual battle.
[00:46:43.122 --> 00:46:48.006]  And we need God's help, and God will help us if we ask for it, but unfortunately,
[00:46:48.564 --> 00:46:51.045]  America as a nation has rejected God.
[00:46:51.065 --> 00:46:52.766]  We are a post-Christian nation.
[00:46:53.427 --> 00:46:57.289]  And I really fear that God is going to bring His judgment on this nation.
[00:46:58.309 --> 00:47:01.651]  I think that's the biggest thing that we have to look forward to now.
[00:47:01.711 --> 00:47:05.233]  In fact, there's one thing that Thomas Jefferson said, I will never forget it.
[00:47:06.093 --> 00:47:08.654]  God, who gave us life, gave us liberty.
[00:47:09.395 --> 00:47:12.957]  But can the liberty of a nation be secure when the conviction has been forgotten?
[00:47:13.417 --> 00:47:15.238]  That liberty is the gift of God?
[00:47:16.252 --> 00:47:22.655]  I tremble for my country when I reflect that God is just, and His justice will not sleep forever.
[00:47:23.535 --> 00:47:25.576]  I can see that the hammer's dropping.
[00:47:26.317 --> 00:47:27.677]  I mean, A, do you concur with that?
[00:47:27.717 --> 00:47:30.138]  Do you feel it in your spirit, and where do you see everything going?
[00:47:30.499 --> 00:47:32.139]  I think that we are in real trouble.
[00:47:32.219 --> 00:47:41.143]  I think America has turned against God, and I believe God is going to bring His judgment unless, as I mentioned earlier, we have a massive revival.
[00:47:41.243 --> 00:47:44.405]  I don't see it coming, but my job, your job,
[00:47:45.197 --> 00:47:49.740]  A small group of people on alternative radio are having an impact.
[00:47:50.360 --> 00:47:53.142]  I will tell you, the other side is worried.
[00:47:53.262 --> 00:47:56.544]  I saw this notation the other day.
[00:47:56.604 --> 00:48:02.688]  There was an article in one of the magazines criticizing these crazy people as a conspiracy.
[00:48:03.249 --> 00:48:09.713]  But it said that almost 23% of the population really believes there is a conspiracy.
[00:48:10.313 --> 00:48:11.694]  Well, I think that's pretty good.
[00:48:12.541 --> 00:48:14.202]  I think we're making progress, Alex.
[00:48:14.282 --> 00:48:30.846]  All we can do is keep pushing, but also pointing this is not simply an ideological battle, it's a spiritual battle, and try to get people to begin looking to our Lord for salvation and basically for strength, because that's where strength is going to come from.
[00:48:31.267 --> 00:48:36.328]  And if we're going to turn this thing around, it's going to be with God's help, not simply on our own effort.
[00:48:38.846 --> 00:48:48.569]  I'm showing images of the Al-Qaeda troops that have taken over the ISIS forces, and they are just showing the mass graves, the mass executions.
[00:48:49.249 --> 00:48:50.510]  There's even gruesome video of it.
[00:48:50.530 --> 00:48:54.831]  I don't know if we're going to show that, but I mean, this is just wholesale evil.
[00:48:55.251 --> 00:48:56.912]  Every Christian they find is killed.
[00:48:56.992 --> 00:48:58.472]  Every policeman they find is killed.
[00:48:59.012 --> 00:49:06.695]  This is who our government put in and is now funding the destruction of the very same moderates that were put in compared to these people.
[00:49:07.375 --> 00:49:13.998]  This is unspeakable evil that's being committed right now, and it just shows the plan they have for us here as well.
[00:49:14.398 --> 00:49:15.639]  They're funding both sides.
[00:49:15.739 --> 00:49:17.819]  That's what most people must understand.
[00:49:17.859 --> 00:49:25.123]  We are funding the Shias, we're funding the Sunnis, and we should pull out of there completely, and we should demand immediately.
[00:49:25.163 --> 00:49:33.066]  In fact, I said yesterday for the first time, I actually contacted my congressman and both my senators and said,
[00:49:33.638 --> 00:49:47.105]  Pull out, pull out immediately, and I would suggest that we ask your listeners to send an email immediately to the Congressman and both Senators saying pull out.
[00:49:47.725 --> 00:49:55.889]  If there was enough of a support across America, we could bring pressure on Obama and he would begin to back down.
[00:49:56.668 --> 00:49:57.108]  Sure, sure.
[00:49:57.148 --> 00:49:59.329]  Here's my issue, and I want to have you back up so we can talk about it.
[00:50:00.150 --> 00:50:03.151]  I was against going there both times because it was a setup.
[00:50:03.231 --> 00:50:03.431]  Right.
[00:50:04.011 --> 00:50:05.232]  And I know you were as well.
[00:50:05.752 --> 00:50:11.795]  The problem is, Saudi Arabia and NATO are behind this ISIS takeover.
[00:50:12.830 --> 00:50:15.833]  You've got highways for 20 miles full of the Al-Qaeda forces.
[00:50:16.193 --> 00:50:21.939]  They could highway of death them and destroy them, but Obama acts like he's just fumbling around doing nothing.
[00:50:22.660 --> 00:50:27.004]  Don't we have a responsibility if we topple the government to not let Al-Qaeda take over?
[00:50:27.404 --> 00:50:29.326]  I think that we, this is a civil war.
[00:50:30.387 --> 00:50:30.587]  No, no, no.
[00:50:30.607 --> 00:50:32.610]  I agree with you, but that was, you know, back in 1990.
[00:50:45.945 --> 00:50:48.106]  Don't let them, you know, do this or let them have a civil war.
[00:50:48.586 --> 00:50:56.210]  Now, what I'm saying is the globalists are the ones, this is the same Al-Qaeda group they had attacking Syria, now they've gone into Iraq.
[00:50:56.631 --> 00:50:58.692]  Dr. Stan Monteith, we're all praying for you, brother.
[00:50:59.072 --> 00:50:59.512]  Get better.
[00:50:59.532 --> 00:51:00.773]  I want to have you back up soon.
[00:51:01.133 --> 00:51:02.334]  Godspeed at Radio Liberty.
[00:51:02.374 --> 00:51:03.474]  We all owe you a debt.
[00:51:03.854 --> 00:51:05.475]  And say hi to your wife and family for you.
[00:51:05.836 --> 00:51:06.416]  God bless you.
[00:51:06.576 --> 00:51:07.036]  God bless you.
[00:51:07.196 --> 00:51:07.997]  Thanks so much, Alex.
[00:51:08.137 --> 00:51:08.457]  Bye-bye.
[00:51:09.713 --> 00:51:12.335]  This hour of GCN brought to you by Lissig.
[00:51:12.415 --> 00:51:17.699]  The highest quality smokeless cigarettes, e-liquids, e-cig refills, car chargers and starter kits.
[00:51:17.799 --> 00:51:19.500]  Kick some ash with Lissig.
[00:51:19.580 --> 00:51:23.803]  Call 870-525-1440 or visit Lissig.com.
[00:51:24.463 --> 00:51:26.545]  Hi, Ted Anderson with Midas Resources.
[00:51:26.805 --> 00:51:31.328]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[00:51:31.508 --> 00:51:33.070]  Get our 10 Reasons book free.
[00:51:33.270 --> 00:51:33.550]  Call 800-686-2237.
[00:51:33.570 --> 00:51:33.750]  That's 800-686-2237.
[00:51:39.534 --> 00:51:43.635]  Are you happy doing your laundry with perfume detergents that irritate your skin?
[00:51:43.895 --> 00:51:48.297]  Are you happy washing your hands with stinking fragrances that gives your skin rashes?
[00:51:48.617 --> 00:51:52.038]  Are you happy paying new higher prices for smaller boxes?
[00:51:52.718 --> 00:52:03.922]  Find your happiness today with our 1 to 4 year supply of Pure Soaps or our 1 to 2 month sampler with Bar Soap, Shampoo, Laundry and Dish Soap at 5starsoap.com.
[00:52:04.562 --> 00:52:05.602]  You deserve the best.
[00:52:06.102 --> 00:52:08.423]  Happiness is 5starsoap.com.
[00:52:08.923 --> 00:52:11.484]  Hi folks, Alex Jones here with some important information.
[00:52:11.744 --> 00:52:16.606]  I want to tell you about Matt Redhawk and his team of patriots over at MyPatriotSupply.
[00:52:16.866 --> 00:52:24.709]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[00:52:24.989 --> 00:52:29.291]  Deciding to take action, a company run by patriots for patriots was born.
[00:52:29.511 --> 00:52:33.333]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:52:33.493 --> 00:52:39.196]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:52:39.437 --> 00:52:42.218]  It is rare to find companies who practice what they preach.
[00:52:42.598 --> 00:52:47.741]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:52:47.961 --> 00:52:56.065]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:52:56.125 --> 00:52:56.405]  That's 866-229-0927.
[00:52:56.445 --> 00:52:59.326]  Do business with someone who shares your values.
[00:52:59.346 --> 00:53:00.567]  MyPatriotSupply.com slash Alex.
[00:53:08.766 --> 00:53:14.030]  Recent events have shown just how vulnerable we are to deadly viruses, bacteria, and fungus.
[00:53:14.230 --> 00:53:19.695]  These diseases are all caused by infectious pathogens that often get the upper hand on conventional medical treatments.
[00:53:20.015 --> 00:53:23.858]  Now more than ever, there's a great need for a product that will help protect us.
[00:53:24.198 --> 00:53:25.039]  Look no further.
[00:53:25.439 --> 00:53:30.243]  Supernatural Silver can provide immune system support to help fight off these deadly pathogens.
[00:53:30.863 --> 00:53:41.655]  Supernatural silver is a new and vastly improved type of silver solution that's safe and extremely effective against 143 types of bacteria, both forms of viruses, mold and yeast.
[00:53:42.016 --> 00:53:45.640]  Supernatural silver can be taken orally or used topically and can be used
[00:53:45.640 --> 00:53:45.880]  I think so.
[00:54:15.606 --> 00:54:17.517]  We're good.
[00:54:31.327 --> 00:54:35.870]  We're back live on the Alex Jones Show with me, Paul Joseph Watson.
[00:54:36.430 --> 00:54:47.757]  Alex will be back for the Sunday edition, but just before the break you heard his interview from back in June with Dr. Stan Monteith, who of course sadly passed away just a few days ago now.
[00:54:48.437 --> 00:54:56.682]  We're actually giving out the address to Stan's wife, of course, you know, he was a complete icon of the liberty movement going back decades and decades.
[00:54:58.126 --> 00:55:00.988]  And people can write their support to Mrs. Monteith.
[00:55:01.188 --> 00:55:03.790]  The address is Radio Liberty, P.O.
[00:55:03.830 --> 00:55:11.055]  Box 969, Soquel, California, 950-7B.
[00:55:11.456 --> 00:55:15.178]  So you can write your support... 7... what was that, sorry?
[00:55:16.186 --> 00:55:23.751]  7-3, so that's Radio Liberty PO Box 969 Soquel, California 950 7-3.
[00:55:24.992 --> 00:55:27.494]  That's 950 7-3.
[00:55:28.234 --> 00:55:33.998]  Write your support for Mrs. Monteith and of course all our thoughts and prayers go out to his family.
[00:55:34.959 --> 00:55:37.781]  Now just touching again on Ebola briefly before the break.
[00:55:38.221 --> 00:55:39.622]  Drudge has his top story.
[00:55:39.662 --> 00:55:42.784]  Patient being tested for Ebola at DC's Howard University Hospital.
[00:55:42.804 --> 00:55:44.125]  We've got another case in DC.
[00:55:44.685 --> 00:55:44.946]  And again,
[00:55:46.089 --> 00:55:48.932]  You know, I was called a conspiracy theorist for weeks and months.
[00:55:49.193 --> 00:55:50.254]  We were all called that.
[00:55:50.294 --> 00:55:51.235]  We were all labelled that.
[00:55:51.656 --> 00:55:56.121]  Demonised just for questioning whether this would be a genuine threat.
[00:55:56.161 --> 00:55:59.665]  For questioning whether the CDC was prepared to handle it.
[00:56:00.165 --> 00:56:04.470]  And whereas, you know, Alex will rant and rave expressing his anger.
[00:56:05.171 --> 00:56:07.693]  At the CDC, at the Feds for their failure to deal with this.
[00:56:08.233 --> 00:56:09.994]  My approach is a bit more measured.
[00:56:10.335 --> 00:56:13.957]  But still, I'm absolutely flabbergasted at this response.
[00:56:13.997 --> 00:56:16.919]  This completely botched response.
[00:56:17.219 --> 00:56:19.220]  Bringing shame upon the country.
[00:56:19.541 --> 00:56:25.525]  Because they're not responding much better than the African authorities who are obviously overwhelmed by this.
[00:56:25.585 --> 00:56:28.547]  They don't have the adequate medical provisions to deal with it.
[00:56:29.027 --> 00:56:34.371]  And yet, America apparently is not doing much better because of the CDC's complete incompetence.
[00:56:35.391 --> 00:56:57.239]  At not handling this case, letting people into the Ebola-infected apartment, letting cleaning crews clean up the Ebola-sick with no protection whatsoever, and a failure to communicate between the hospital, which supposedly allowed this Ebola victim to wander around Dallas for four days, potentially infecting hundreds of other people, and yet they refuse.
[00:56:57.779 --> 00:57:03.982]  They refuse to block the flights directly into Washington Dulles, and now we've got a potential Ebola victim
[00:57:04.742 --> 00:57:06.643]  In Washington, unconfirmed.
[00:57:07.163 --> 00:57:10.765]  But if this starts to spread, I mean, people are going to have to be fired.
[00:57:10.825 --> 00:57:11.805]  That's the only solution.
[00:57:11.825 --> 00:57:22.469]  And we're going to have to have a complete re-evaluation of how we handle this, because the biocontainment facilities for a start, if we get many more of these patients, just aren't in existence to deal with this.
[00:57:22.589 --> 00:57:28.212]  As you saw out of the article we covered earlier, underground medic, there are only 19 level 4 biocontainment beds
[00:57:28.852 --> 00:57:36.218]  In the whole of the United States, to deal with a population of 317 million.
[00:57:36.278 --> 00:57:44.024]  So, they were caught with their pants down, but they've made the situation even worse in the interim by failing to take the proper precautions.
[00:57:44.064 --> 00:57:47.287]  This apartment wasn't even cleaned until last night.
[00:57:48.007 --> 00:57:51.489]  The people who went in there to clean it were wearing full bio-hazmat suits.
[00:57:52.210 --> 00:58:04.098]  That protection wasn't offered to the sheriff's deputies who also entered the apartment last night, who are now complaining about the fact they've been placed on leave, potentially exposed to Ebola.
[00:58:08.086 --> 00:58:09.927]  Breaking news here, just come into my ear.
[00:58:09.947 --> 00:58:12.409]  We've got Silver Bullet back in stock.
[00:58:12.469 --> 00:58:13.931]  A lot of people have been waiting for this.
[00:58:14.891 --> 00:58:17.513]  And in this crazy world, you need to protect your immune system.
[00:58:17.553 --> 00:58:19.094]  It's the number one priority.
[00:58:19.315 --> 00:58:21.376]  Just this moment, back in stock.
[00:58:22.177 --> 00:58:29.843]  Silver Bullet, concentrated to a powerful 30 parts per million, triple the strength of other colloidal silver products, most of which are complete garbage.
[00:58:30.163 --> 00:58:34.606]  This is free of GMO gluten additives, unlike many of the other products on the market.
[00:58:35.467 --> 00:58:37.868]  And you need to get it at Infowarslife.com.
[00:58:37.908 --> 00:58:39.249]  Protect your immune system.
[00:58:39.349 --> 00:58:40.450]  Just back in stock.
[00:58:40.510 --> 00:58:42.131]  Colloidal silver bullet.
[00:58:42.511 --> 00:58:44.372]  Infowarslife.com.
[00:58:44.832 --> 00:58:46.293]  We'll be back after the break.
[00:58:46.333 --> 00:58:47.033]  Talking to Siri.
[00:58:47.053 --> 00:58:47.694]  Girls, stay tuned.
[00:58:49.955 --> 00:58:51.336]  Thank you for listening to GCN.
[00:58:51.376 --> 00:58:53.837]  Visit GCNlive.com today.
[00:58:59.249 --> 00:59:06.334]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:59:06.434 --> 00:59:08.576]  But it's not just the air outside that's toxic.
[00:59:08.776 --> 00:59:13.860]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:59:14.060 --> 00:59:18.984]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:59:19.204 --> 00:59:22.286]  There are more than 42 million smokers in the United States.
[00:59:22.526 --> 00:59:26.388]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:59:26.608 --> 00:59:30.850]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:59:30.930 --> 00:59:40.996]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:59:41.156 --> 00:59:43.677]  Made with organic and wild cultivated herbs,
[00:59:43.797 --> 00:59:44.718]  Waging war on corruption.
[00:59:44.738 --> 00:59:46.379]  Alex Jones on the GCM Radio Network.
[01:00:15.407 --> 01:00:16.048]  Big Brother.
[01:00:16.708 --> 01:00:17.749]  Mainstream media.
[01:00:18.490 --> 01:00:19.571]  Government cover-ups.
[01:00:20.251 --> 01:00:21.052]  You want answers?
[01:00:21.833 --> 01:00:22.713]  Well, so does he.
[01:00:23.374 --> 01:00:27.057]  He's Alex Jones on the GCN Radio Network.
[01:00:27.578 --> 01:00:31.621]  And now, live from Austin, Texas, Alex Jones.
[01:00:42.310 --> 01:00:46.353]  It's Paul Joseph Watson back live with the Alex Jones Show Friday edition.
[01:00:46.913 --> 01:00:50.596]  Just got word that the new InfoWars magazine is back in stock.
[01:00:50.636 --> 01:00:51.957]  Here it is on the desk.
[01:00:52.157 --> 01:00:55.239]  ISIS equals Al-Qaeda is the subject of this month's issue.
[01:00:55.799 --> 01:01:04.685]  Also got some Ebola articles in the issue so be sure to get your hands on the latest copy of InfoWars magazine now available.
[01:01:05.706 --> 01:01:19.157]  Economic news, of course we had the jobs numbers come out today, 5.9% unemployment rate, vehemently celebrated by the mainstream media as a sign of the ongoing, quote, economic recovery.
[01:01:19.598 --> 01:01:33.509]  What they won't tell you is the fact, as documented in this Zero Hedge article, labor participation rate drops to 36-year low, record 92.6 million Americans not in labor force.
[01:01:33.849 --> 01:01:34.129]  And again,
[01:01:35.117 --> 01:01:40.060]  This unemployment rate doesn't include the people who've stopped looking for work.
[01:01:40.120 --> 01:01:41.861]  It's a completely bogus statistic.
[01:01:42.702 --> 01:02:01.214]  While by now, according to Zero Hedge, everyone should know the answer, for those curious why the US unemployment rate just slid once more to a meagre 5.9%, the lowest print since the summer of 2008, the answer is the same one we've shown everyone since 2010, the collapse in the labor force participation rate.
[01:02:01.914 --> 01:02:10.105]  Which in September slid from an already three decade low, 62.8% to 62.7%, the lowest in over 36 years.
[01:02:10.706 --> 01:02:17.135]  What's more disturbing is that people not in the labour force rose to a new record high, increasing by 315,000.
[01:02:19.378 --> 01:02:21.279]  To 92.6 million.
[01:02:21.320 --> 01:02:29.986]  So they added 232,000 jobs, yet 315,000 Americans dropped out of the labor force.
[01:02:30.126 --> 01:02:36.191]  And they're celebrating this as some great benchmark of the economic recovery.
[01:02:36.511 --> 01:02:42.535]  Of course, we know that the real economic figures show that the economy is stagnating and declining.
[01:02:42.575 --> 01:02:44.357]  In fact, I wrote an article a few days ago
[01:02:45.410 --> 01:02:56.034]  From Foreign Affairs, where the CFR did a series of articles concerned about the populist revolt now sweeping Europe and America.
[01:02:56.434 --> 01:03:08.018]  Of course, we had the big anti-EU backlash back in May with UKIP and Denmark, the True Fin Party, several others, rejecting the Brussels power structure.
[01:03:08.498 --> 01:03:10.799]  We've also had the Tea Party emerge over the past few years.
[01:03:11.219 --> 01:03:13.760]  And in that article, the CFR expressed their
[01:03:14.500 --> 01:03:17.404]  Amazement at the fact that this popular uprising was still going.
[01:03:17.444 --> 01:03:20.628]  There you see America in decay, the sources of political dysfunction.
[01:03:21.189 --> 01:03:31.041]  What's key about this is that they said this populist liberty uprising, both in the United States and Europe, which was threatening the two party monopolies,
[01:03:32.683 --> 01:03:36.829]  In both those continents, needs to be quote, co-opted.
[01:03:37.249 --> 01:03:39.612]  Those were the exact words they used, co-opted.
[01:03:40.333 --> 01:03:49.625]  So again, they're going to try and infiltrate these movements, get their own people to represent these movements, and then sell everybody down the river.
[01:03:50.105 --> 01:03:50.226]  Now,
[01:03:51.758 --> 01:04:05.582]  In that article, in the CFR article that I cited, one of the key aspects that they drew attention to, which is causing this populist uprising, is the fact that median household income has declined since 1989.
[01:04:05.922 --> 01:04:14.605]  So in the past, what, 25-30 years, there's been absolutely zero real economic recovery and people are struggling
[01:04:15.245 --> 01:04:19.107]  Under the same conditions they were back in 1989, nothing has improved.
[01:04:19.147 --> 01:04:28.070]  They see the article establishment desperate to co-opt populist uprising to neutralize what they call the American distemper.
[01:04:28.210 --> 01:04:39.535]  And that distemper is arising out of the fact that these living standards continue to stagnate and decline, as evidenced again by this article, the wageless recovery.
[01:04:40.035 --> 01:04:43.776]  Average hourly earnings suffer first monthly decline since July 2013.
[01:04:44.196 --> 01:04:46.277]  So wages are on the decline.
[01:04:47.057 --> 01:04:49.637]  Large numbers of people dropping out of the labor force.
[01:04:50.118 --> 01:04:56.859]  And yet the mainstream media and the government are celebrating the economic numbers like it's some great recovery.
[01:04:56.959 --> 01:04:59.160]  The real figures suggest otherwise.
[01:04:59.560 --> 01:05:04.641]  We'll be back in the next segment with Sirian Girl talking about ISIS, Gamergate and a lot more.
[01:05:04.661 --> 01:05:07.242]  This is the Alex Jones Show live in 4Wars.com.
[01:05:07.262 --> 01:05:07.742]  Stay tuned.
[01:05:09.386 --> 01:05:10.626]  What are you waiting for?
[01:05:10.846 --> 01:05:15.668]  You've heard what the proprietary Super Male Vitality formulation has done for others.
[01:05:15.828 --> 01:05:19.609]  Now, it's time to experience the natural benefits for yourself.
[01:05:20.029 --> 01:05:36.453]  Pairing ancient herbal extraction techniques with revolutionary technological advances, Super Male Vitality offers the most powerful essence of eight different ingredients, all individually blended into what makes this product such a unique and concentrated solution.
[01:05:36.553 --> 01:05:38.674]  Avoid alarming artificial additives.
[01:05:38.974 --> 01:05:44.041]  And even hidden genetically modified ingredients that may be lurking in your medicine cabinet.
[01:05:44.201 --> 01:05:53.693]  Super Male Vitality is 100% vegan, gluten-free, made in the USA, and available today at InfoWarsLife.com while supplies last.
[01:05:54.233 --> 01:05:59.497]  Experience the benefits for yourself and for your family with Super Male Vitality.
[01:05:59.677 --> 01:06:03.320]  Available exclusively through Infowarslife.com today.
[01:06:03.500 --> 01:06:06.042]  That's Infowarslife.com or call 1-888-253-3139.
[01:06:09.881 --> 01:06:15.245]  When you're out on the road, the last place you want to be is on the road.
[01:06:16.526 --> 01:06:21.290]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:06:21.670 --> 01:06:28.455]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:06:30.397 --> 01:06:32.579]  They sew pride in every stitch.
[01:06:34.460 --> 01:06:36.722]  Guarantee you'll love the way they fit.
[01:06:48.541 --> 01:06:50.422]  We turn jeans inside out.
[01:06:50.682 --> 01:06:52.203]  Diamond Gusset Jeans.
[01:06:52.483 --> 01:06:55.045]  Made in the USA with unparalleled quality.
[01:06:55.365 --> 01:06:59.408]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[01:06:59.428 --> 01:07:01.609]  So you can ride all day with confidence.
[01:07:01.989 --> 01:07:04.190]  Order yours at gusset.com.
[01:07:04.691 --> 01:07:06.112]  Diamond Gusset Jeans.
[01:07:06.272 --> 01:07:06.712]  Got it.
[01:07:07.052 --> 01:07:07.933]  Others don't.
[01:07:09.264 --> 01:07:18.791]  Using unparalleled research and the development of a synergistic formulation based around the key concepts of super oxygenation, the next level in cleansing is here.
[01:07:18.931 --> 01:07:28.698]  With key ingredients backed by real clinical studies, the new Oxy Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[01:07:28.858 --> 01:07:31.780]  Many herbal colon cleansers are harsh on the body.
[01:07:31.920 --> 01:07:32.180]  I think so.
[01:07:54.560 --> 01:07:59.784]  Experience the astonishing cleansing power of superoxide and ozonide technology.
[01:07:59.904 --> 01:08:06.068]  Go to InfoWarsLife.com or InfoWarsStore.com to get started with OxyPowder or call 1-888-253-3139.
[01:08:06.208 --> 01:08:08.330]  Ease the T-Rex of political talk.
[01:08:08.370 --> 01:08:12.973]  Alex Jones on the GCN Radio Network.
[01:08:35.037 --> 01:08:38.621]  We're back live on the Friday edition of the Alex Jones Show.
