[00:00.000 --> 00:17.000]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[52:40.000 --> 52:52.000]  You've made me a hero to my wife and to my family. I've always been a horrible investor, but this year, my 401K, think of it, is up like 46%, I think he said.
[52:52.000 --> 52:58.000]  My wife thinks I'm a genius. She thinks I'm the greatest investor for the first time in my life.
[52:58.000 --> 53:04.000]  Yeah, if you've had a 401K under Trump, you've seen massive increases.
[53:04.000 --> 53:19.000]  In terms of value or worth, we've created $7 trillion worth of value for our country, and people don't know this. We're double the size, almost double the size, because we hear China, and China is terrific.
[53:19.000 --> 53:26.000]  And our relationship is terrific. We're straightening out the balance, and I think most people want to see that.
[53:26.000 --> 53:36.000]  But we're the largest economy in the world by far. And as you know, we've increased a lot over the last one and a half years.
[53:36.000 --> 53:47.000]  But we're almost double the size of China and far bigger than anybody else, and we're going up very rapidly, and it's going to continue to go up very rapidly.
[53:47.000 --> 53:49.000]  Biggest in the world by far.
[53:49.000 --> 53:53.000]  He's now thinking we can have a 6% GDP growth, folks. That is massive.
[53:53.000 --> 53:57.000]  The biggest economy in the world by far. That's the only way to do it, right?
[53:57.000 --> 54:06.000]  Good. It really is. It's pretty good. And they helped us a little bit, right? Just a little, but that's okay. Every little bit counts.
[54:06.000 --> 54:08.000]  Absolutely.
[54:08.000 --> 54:24.000]  So, the share of small businesses raising benefits and pay has just set a new all-time record, and manufacturing optimism, to me, is so important, because it's all about optimism, is the highest ever recorded.
[54:24.000 --> 54:27.000]  This is a...
[54:27.000 --> 54:30.000]  And the Democrats just ignore that, and they tell you that it's not happening.
[54:30.000 --> 54:38.000]  This is a statistic that's been around for a long time, highest ever recorded. Hundreds of billions of dollars are coming back from overseas.
[54:38.000 --> 54:46.000]  Over $300 billion was just repatriated into our country in the first quarter alone.
[54:46.000 --> 54:47.000]  That's a record.
[54:47.000 --> 54:49.000]  Think of that. $300 billion.
[54:49.000 --> 54:50.000]  That's a record.
[54:50.000 --> 54:51.000]  Most...
[54:51.000 --> 54:53.000]  Money we never would have seen.
[54:53.000 --> 55:03.000]  Trillions more dollars are on their way back, and as you know, Apple announced they're going to spend $350 billion. Not million. I would have been happy with that, too.
[55:03.000 --> 55:15.000]  But $350 billion is being brought back. I guess the total amount they're bringing back is approximately $230 billion, and they're putting up the rest the old-fashioned way.
[55:15.000 --> 55:23.000]  They're bringing this money back. It would never have come back. They're going to build an incredible campus and lots of other things.
[55:23.000 --> 55:31.000]  We just left Wisconsin, and what Foxconn is building up in Wisconsin is literally, and I said it, the eighth wonder of the world.
[55:31.000 --> 55:36.000]  It's incredible what they're doing. 15,000 jobs. It's going to cost $15 billion.
[55:36.000 --> 55:41.000]  It is something that is so incredible you have to go see it. Nobody would believe what's happening.
[55:41.000 --> 55:52.000]  More than 100 utility companies have lowered prices as a direct result of our business tax cuts, saving Americans $3 billion on their utility bills.
[55:52.000 --> 55:54.000]  Utility bills are going down.
[55:54.000 --> 56:01.000]  Unemployment claims are at a 44-year low. That's a good one. 44 years.
[56:01.000 --> 56:17.000]  Something I am so proud of, I love it, unemployment for African Americans is at the lowest level in the history of our country.
[56:17.000 --> 56:22.000]  Now remember, when he said that at the State of the Union, the Democrats sat and pouted.
[56:22.000 --> 56:28.000]  Think about that.
[56:28.000 --> 56:32.000]  I'm looking at Kevin. That was a good job. You were right about that, Kevin.
[56:32.000 --> 56:36.000]  That is something. We were all right. Everybody in this room was right.
[56:36.000 --> 56:44.000]  And I have to say, unemployment for Hispanic Americans, likewise, is at the lowest point in the history of our country.
[56:44.000 --> 56:57.000]  Unemployment for women, and now if you listened to my speech two weeks ago, you would have heard me say, is the lowest in 21 years.
[56:57.000 --> 57:03.000]  Now I'm saying it's the lowest in 65 years and soon will be the lowest in history.
[57:03.000 --> 57:07.000]  And the crew is pulling up the stories about the steel workers returning to work.
[57:07.000 --> 57:13.000]  Steel companies that shut down during the Obama years are now reopening and hiring thousands of people.
[57:13.000 --> 57:21.000]  I'm also very proud to say that unemployment for the disabled Americans has reached record lows, giving these incredible...
[57:21.000 --> 57:27.000]  President Trump speaking today, the six-month anniversary of the Tax Cuts and the Jobs Act.
[57:27.000 --> 57:30.000]  I mean, share that video with your family and friends, folks.
[57:30.000 --> 57:36.000]  We're going to put that video as a segment on the Alex Jones channel. Share it with your family and friends.
[57:36.000 --> 57:42.000]  The crew pulled up hundreds of articles while President Trump is talking, talking about all the massive economic success.
[57:42.000 --> 57:49.000]  This is key. This is how we have the red wave. Show them the success. Show them we can keep winning.
[57:49.000 --> 57:54.000]  You deserve a deep restful sleep with Knockout by InfoWarsLife.
[57:54.000 --> 58:05.000]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract and melatonin.
[58:05.000 --> 58:10.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[58:10.000 --> 58:18.000]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[58:18.000 --> 58:27.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[58:27.000 --> 58:37.000]  Wake up refreshed and take on the day. InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[58:37.000 --> 58:41.000]  Get the sleep you deserve and experience the power of Knockout.
[58:41.000 --> 58:49.000]  Head on over to infowarslife.com and say goodbye to fatigue. That's infowarslife.com.
[59:12.000 --> 59:16.000]  Supporting us, praying for us and spreading the word. You are the InfoWars.
[59:16.000 --> 59:32.000]  And now because of their intensifying censorship, it's more important than ever that everyone go to infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[59:32.000 --> 59:47.000]  And so now I ask you more than ever to share the infowars.com articles, to share the videos, to tell people about the local stations you're listening to, but the bare minimum you can do is sign up for the free newsletter at infowars.com forward slash newsletter.
[59:47.000 --> 01:00:03.000]  We are the Renaissance and we are winning.
[01:00:03.000 --> 01:00:17.000]  The answer to 1984 is 1776. You're listening to the Alex Jones show. And now your host, Owen Shroyer.
[01:00:17.000 --> 01:00:39.000]  The answer to a president that had no idea what he was doing with the economy, and perhaps even wanted it to crash, is a man who knows exactly what to do with the economy. A world-class successful billionaire who is saving the economy. Let's go back to President Trump making comments on the six month anniversary of the Tax Cuts and Jobs Act.
[01:00:39.000 --> 01:00:58.000]  A second chance at life. We are keeping our promise to buy American and hire American. And what's happening is our economy is so good, our unemployment is so low, and our employment is so high. Maybe that's an even nicer way of saying it.
[01:00:58.000 --> 01:01:15.000]  And people that want to get a second chance, inmates, people coming out of jail where the stigma was so great, people weren't hiring, businesses weren't hiring, they're hiring them now in record numbers. And you know what? These businesses are saying they are fantastic.
[01:01:15.000 --> 01:01:33.000]  They're set. And there's one gentleman in particular. He hired ten inmates. Never did it before. And he said, I wouldn't say he said all of them, but he said seven of them are so incredible. It's not a bad percentage. I think that's a better percentage than we have.
[01:01:33.000 --> 01:01:46.000]  He said seven of them are as good as he's ever had, and he's going to do a lot more of it. So there's nothing like a great economy to solve that problem.
[01:01:46.000 --> 01:01:52.000]  Bingo. Bingo. You want to stop poverty, put the jobs back in the inner cities, put the manufacturing back in the inner cities.
[01:01:52.000 --> 01:02:16.000]  Because we're one country, and really one family, and we salute one great and beautiful American flag. We love that flag. And at last, our country finally has a tax system that is pro jobs, pro worker, pro family, and pro American.
[01:02:16.000 --> 01:02:24.000]  Trump has seen a growth in the economy that Obama didn't see in eight years.
[01:02:24.000 --> 01:02:49.000]  Trump, citizen, who has benefited from our tax cuts and job act, is Lasagna Hill. I love that name, Lasagna. If I have another daughter, I think I'm going to name her. Can I copy? I like that name.
[01:02:49.000 --> 01:03:04.000]  President Trump at Crowley Marine. Following the tax cuts and jobs act, Crowley was able to pay employees like Lasagna a big tax cut bonus. They took a lot of money and they gave it around to the employees.
[01:03:04.000 --> 01:03:11.000]  That bonus will help support the education of her two sons, Cameron and Christian.
[01:03:11.000 --> 01:03:31.000]  President Trump has been on the phone making deals with these companies. These things don't just magically happen. He doesn't sleep. He's on the phone all night, calling all these companies, getting deals done for the American workers.
[01:03:31.000 --> 01:03:39.000]  This is incredible. And he now invites her to the podium here. This is Lasagna.
[01:03:39.000 --> 01:03:52.000]  Thank you, Mr. President, for the invite. It's an honor to be here today. As you said, Crowley Maritime was able to benefit from the tax reform by paying employees bonuses.
[01:03:52.000 --> 01:04:00.000]  And in return, my family, we were able to invest in our children's education.
[01:04:00.000 --> 01:04:11.000]  Nancy Pelosi says those are just crumbs. Your children's education is just crumbs to Nancy Pelosi. Don't you know she's worth over $100 million? Where'd she steal that money from?
[01:04:11.000 --> 01:04:21.000]  He will be entering into his senior year at Morehouse College in Atlanta, Georgia.
[01:04:21.000 --> 01:04:32.000]  Once a bonus, she invested in her kids' education. And my youngest, Christian Hill, he will be entering into his freshman year at Savannah State both in the fall.
[01:04:32.000 --> 01:04:40.000]  And she's up here thanking President Trump for getting the tax cuts and making the deals so that she can take that money.
[01:04:40.000 --> 01:04:49.000]  Instead of paying the government, she can invest it in her children. That is the entire point. That's why we want tax cuts. That's why we need tax cuts.
[01:04:49.000 --> 01:04:55.000]  That's why the Democrats hate tax cuts. We'll be right back with more of the Alex Jones show.
[01:05:20.000 --> 01:05:31.000]  And so it is essential that you purchase the products at InfoWarsStore.com. I don't want to thank everybody that has, but we've got the best fluoride-free toothpaste with colloidal silver and with high quality atomic iodine in it.
[01:05:31.000 --> 01:05:39.000]  You cannot beat that for children and adults. We've got the best mouthwash designed by Dr. Jones. That's my dad with colloidal silver and iodine as well.
[01:05:39.000 --> 01:05:51.000]  InfoWarsLife.com or AAA-253-3139. And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[01:05:51.000 --> 01:06:10.000]  And that's who they are, and they know we know who they are, and they're coming back against us so we need your support.
[01:06:21.000 --> 01:06:48.000]  Alright, here's what I'm going to do to start this segment. Now, I've got the stories in front of me. Hillary refuses to condemn the left becoming uncivil, calls for more strength to resisting Trump, Michael Moore, the human blob, calls for people to put their bodies on the line.
[01:06:48.000 --> 01:06:58.000]  Now, we've been telling you this. Michael Savage wrote a book, I think, in 2010, Stop the Coming Civil War. Alex Jones has been telling you there's going to be a shooting and they're going to blame conservatives for it.
[01:06:58.000 --> 01:07:10.000]  Now, it's all happening. But let's actually go to these clips. Again, these are the people that are inciting violence in America.
[01:07:10.000 --> 01:07:23.000]  And it's really just the corrupt politicians at the top and the corrupt people in Hollywood at the top that are just using the sheeple to be the fuel here.
[01:07:23.000 --> 01:07:27.000]  So let's now go to Michael Moore saying it's time to put your body on the line.
[01:07:27.000 --> 01:07:41.000]  Trump is not going to leave. He plans to be reelected. Yeah, oh, we're going to reelect him. He loves the term president for life. The only way that we're going to stop this is eventually we're all going to have to put our bodies on the line.
[01:07:41.000 --> 01:07:51.000]  All. You're going to have to be willing to do this. You think Michael Moore is going to? When I see those children down in Brownsville, I don't see them as somebody else's children. I see them as my children. Those are my children.
[01:07:51.000 --> 01:08:00.000]  I don't know if it's a fake narrative about separating kids. You heard from the human blobs. So put your bodies on the line. Trump's separating kids at the border. Put your bodies on the line.
[01:08:00.000 --> 01:08:10.000]  But Michael Moore won't be there to do it. Although maybe he will be. He did show up for the Russian-led anti-Hillary or pro-Hillary anti-Trump march.
[01:08:10.000 --> 01:08:14.000]  So he did get trolled by Russians and showed up for one of those. So maybe he will be there.
[01:08:14.000 --> 01:08:24.000]  Let's go to clip 10. This is CNN putting the blame and an MSNBC putting the blame on Trump for the most recent shooting.
[01:08:24.000 --> 01:08:33.000]  It's worth pointing out that we've had a constant rhetoric coming even from the president, that the press is the enemy of the people that's been repeated constantly.
[01:08:33.000 --> 01:08:42.000]  And I think it's worth noting that if there is a link here, that the publication was being targeted, that that kind of rhetoric can be very dangerous.
[01:08:42.000 --> 01:08:49.000]  We've had reporters targeted, as you know, in recent months and years. And it hasn't just been on the campaign trail.
[01:08:49.000 --> 01:08:57.000]  Although, as you know, the ventrilo really did reach a fever pitch on the campaign trail as reporters were trying to cover the Trump campaign.
[01:08:57.000 --> 01:09:05.000]  So let's be clear here. So let's be clear. They gaslight the public. They lie to the public. They lie and start wars.
[01:09:05.000 --> 01:09:12.000]  Then there's an isolated incident with a deranged shooter who had a vendetta against this place. He goes and shoots the place.
[01:09:12.000 --> 01:09:17.000]  And then what do they do? They use that to blame conservatives for inciting violence when that's all they do.
[01:09:17.000 --> 01:09:25.000]  And I've got more clips to prove it. Now let's go to Rob Reiner blaming the shooting on Trump's war on the media.
[01:09:25.000 --> 01:09:36.000]  It's getting so much harder now because it used to be that the mainstream media would at least challenge the administration and try to get the truth out.
[01:09:36.000 --> 01:09:43.000]  But now you've got like two mainstream medias. You've got, you know, the Washington Post, New York Times and all the TV shows.
[01:09:43.000 --> 01:09:51.000]  But then you also have Fox and Sinclair and Breitbart and Alex Jones. And so they're like opposite narratives.
[01:09:51.000 --> 01:09:56.000]  And how do you break through what's, you know, and what's true and people are having a really hard time?
[01:09:56.000 --> 01:09:58.000]  We have facts and evidence, okay?
[01:09:58.000 --> 01:10:06.000]  Pull the human blob 2.0 down. Well, we just have facts and evidence, logic and reasoning. You have a bunch of gaslighting lies.
[01:10:06.000 --> 01:10:14.000]  Now, so there they are blaming this on Trump, blaming this on Trump supporters.
[01:10:14.000 --> 01:10:20.000]  Now let's go to a compilation of the truth, which is they're starting it.
[01:10:20.000 --> 01:10:26.000]  This fight in Congress, fight in the courts, fight in the streets, fight in the streets, fight online, fight at the ballot box.
[01:10:26.000 --> 01:10:37.000]  You get out and you create a crowd. And you put back on them. And you tell them they're not welcome anymore and anywhere.
[01:10:37.000 --> 01:10:41.000]  Their idea is, look, non-violence hasn't worked and we are going to try to stop this.
[01:10:41.000 --> 01:10:45.000]  Person Walker, how do you resist the temptation to run up and bring her next?
[01:10:45.000 --> 01:10:53.000]  Cause I'm throwing that piece of s*** against the walls of these sticks.
[01:10:58.000 --> 01:11:07.000]  Our democracy is under siege. People need to start taking to the streets. This is a dictator. This is people, this is a, we need a revolution at this point.
[01:11:07.000 --> 01:11:12.000]  We will, as per Chief Jim Hopper, punch some people in the face.
[01:11:12.000 --> 01:11:16.000]  Spokesperson, the mouthpiece for the President of the United States, to say you don't know me.
[01:11:16.000 --> 01:11:21.000]  In certain quarters in this nation, that starts a physical fight.
[01:11:21.000 --> 01:11:29.000]  Age. Look as his character is stabbed to death. And there's no mistaking the Trump connection.
[01:11:29.000 --> 01:11:35.000]  So there's the left calling for violence, inciting violence, saying fight in the streets.
[01:11:35.000 --> 01:11:43.000]  And then, out of the other side of their mouth, pointing at Trump, pointing at Trump supporters saying you're inciting violence, you're causing shootings.
[01:11:43.000 --> 01:11:50.000]  You know, we have a control over a certain amount of things here, but there's this thing called karma.
[01:11:50.000 --> 01:11:55.000]  And I think clip 14 maybe is the perfect example of just that.
[01:11:55.000 --> 01:12:06.000]  The demonstrator shouted and held sons outside the home of a longtime congresswoman in northwest DC.
[01:12:06.000 --> 01:12:10.000]  Hey, Maxine! Where's your nicest tea? Hey, Maxine!
[01:12:10.000 --> 01:12:15.000]  A group called Patriot Picket took aim tonight at Congresswoman Maxine Waters last night.
[01:12:15.000 --> 01:12:22.000]  Last week you'll recall Waters told supporters to call out a Trump cabinet member or any members if they see them in public.
[01:12:22.000 --> 01:12:31.000]  Now, the comments have led to several incidents involving White House Press Secretary Sarah Huckabee Sanders, who was asked to leave a restaurant in Virginia.
[01:12:31.000 --> 01:12:38.000]  So, again, you just see people are going to start protesting them now.
[01:12:38.000 --> 01:12:44.000]  But this is what they asked for. But they're going to blame us for this. They're going to blame Trump for this when this is what they asked for.
[01:12:44.000 --> 01:12:51.000]  This is what they call for. Obama calls for it, Hillary calls for it, Hollywood calls for it, and then they get it, and then they blame us.
[01:12:51.000 --> 01:12:59.000]  I mean, I can't even believe the level of madness, but it gets crazier.
[01:12:59.000 --> 01:13:05.000]  Listen to what Whoopi Goldberg said yesterday on The View, and I quote,
[01:13:05.000 --> 01:13:13.000]  You don't want people to take your guns? Get out of my behind, get out of my vagina.
[01:13:13.000 --> 01:13:19.000]  Whoopi, no one wants to be in your behind or in your vagina.
[01:13:19.000 --> 01:13:24.000]  Okay, I could go on with the comic relief here, but I'm going to stop right there.
[01:13:24.000 --> 01:13:29.000]  Do you see how deranged these people have become?
[01:13:29.000 --> 01:13:36.000]  Whoopi Goldberg thinks she speaks for all women.
[01:13:36.000 --> 01:13:41.000]  That is how lunatic fringe, but really it's an arrogance.
[01:13:41.000 --> 01:13:49.000]  Whoopi Goldberg is so arrogant, she thinks she speaks for every woman when she says, Get out of my behind, get out of my vagina.
[01:13:49.000 --> 01:13:53.000]  Because, trust me, no one's in hers.
[01:13:53.000 --> 01:13:58.000]  So who does she think she is speaking for all women?
[01:13:58.000 --> 01:14:05.000]  But I mean, really, Whoopi, get out of my behind? I mean, come on.
[01:14:05.000 --> 01:14:10.000]  I didn't even believe it. I had the crew triple check that for me to make sure she said it.
[01:14:10.000 --> 01:14:14.000]  But she did. She really, really did.
[01:14:14.000 --> 01:14:19.000]  Wow, they have gone totally insane.
[01:14:19.000 --> 01:14:23.000]  There is a cure perhaps, and it might be Brain Force Plus, I don't know.
[01:14:23.000 --> 01:14:29.000]  Have we been able to do legitimate studies if Brain Force Plus can cure liberalism yet?
[01:14:29.000 --> 01:14:34.000]  Well, it's 50% off right now at infowarstore.com, so maybe now's the time.
[01:14:34.000 --> 01:14:40.000]  You know, if you're out to dinner with a liberal, you know, maybe sneak it into their milkshake or sneak it into their food.
[01:14:40.000 --> 01:14:45.000]  Of course, I'm kidding. Don't go do that. They'll say that InfoWars calls for drugging people now.
[01:14:45.000 --> 01:14:48.000]  It's a joke. Relax.
[01:14:48.000 --> 01:14:56.000]  But it's not a joke. These specials at infowarstore.com. 50% off Brain Force Plus, 50% off SuperMail and Super Female Vitaly,
[01:14:56.000 --> 01:15:01.000]  50% off DNA Force Plus, 50% off the real Red Pill Plus.
[01:15:01.000 --> 01:15:07.000]  All SuperBlue products are 50% off right now at infowarstore.com.
[01:15:07.000 --> 01:15:12.000]  If you have not gotten an air filter for your home yet, now is the time.
[01:15:12.000 --> 01:15:17.000]  Alexa Pure Breeze $100 off the Alexa Pure Breeze air filter.
[01:15:17.000 --> 01:15:25.000]  This is a great air filter, and it's $100 off right now at infowarstore.com, the Alexa Pure Breeze air filter.
[01:15:25.000 --> 01:15:31.000]  With free shipping, you're saving even more money, and big, big savings on storeable food.
[01:15:31.000 --> 01:15:37.000]  InfoWars Life Select storeable food, three months supply, 50% off right now, and free shipping.
[01:15:37.000 --> 01:15:41.000]  This is the second American Revolution 4th of July Super Sale.
[01:15:41.000 --> 01:15:49.000]  Take advantage of the huge savings and the big specials, including free shipping storewide at infowarstore.com.
[01:15:49.000 --> 01:15:56.000]  The second American Revolution 4th of July Super Sale, be a part of it at infowarstore.com.
[01:16:19.000 --> 01:16:22.000]  Easy and affordable to be healthy and achieve optimal hydration.
[01:16:22.000 --> 01:16:49.000]  Get your Dylan bottle today at dyln.co. That's dyln.co.
[01:16:49.000 --> 01:16:57.000]  A full sale price for your everyday use. Order today at ReadyToEatBacon.com.
[01:16:57.000 --> 01:17:02.000]  This is Dan Pillard. You owe the IRS money you can't pay. Our tax debt's crippling you.
[01:17:02.000 --> 01:17:07.000]  I've defended people from the IRS for over 30 years. I've helped thousands and I can help you too.
[01:17:07.000 --> 01:17:11.000]  I wrote the book on IRS settlement, and I'm telling you, there's no such thing as a hopeless case.
[01:17:11.000 --> 01:17:19.000]  Call 800-34-NO-TAX to finally get free of IRS debt. With the IRS's new programs, there's never been a better time to solve your problem.
[01:17:19.000 --> 01:17:45.000]  Call 800-34-NO-TAX. That's 800-34-NO-TAX or my website, danpillard.com.
[01:17:45.000 --> 01:17:54.000]  Or to order, call 866-295-5305. That's 866-295-5305. HBXTrack.com.
[01:17:54.000 --> 01:17:58.000]  Don't risk it when you can take charge of it.
[01:17:58.000 --> 01:18:04.000]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[01:18:04.000 --> 01:18:07.000]  Discover the power of ancient medicine with bodies.
[01:18:07.000 --> 01:18:16.000]  Bodies contains one of the most potent forms of turmeric available. Turmeric has been used for thousands of years and is one of the most studied herbals today.
[01:18:16.000 --> 01:18:20.000]  It is well known in traditional medicine for its soothing properties.
[01:18:20.000 --> 01:18:31.000]  Our pure turmeric extract plus peppering from black pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[01:18:31.000 --> 01:18:41.000]  Regular turmeric root from the store only contains 1-5% of active ingredients, but our turmeric root extract contains over 95% of the active ingredients.
[01:18:41.000 --> 01:18:50.000]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[01:18:50.000 --> 01:18:58.000]  Try bodies today at InfowarsLife.com or call us at 1-88-253-3139.
[01:18:58.000 --> 01:19:06.000]  Fueling your body is hard work. That's why we've introduced the Infowars Life Daily Digestive Pack to help you fuel it right.
[01:19:06.000 --> 01:19:15.000]  Combine fluorolife everyday maintenance and carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[01:19:15.000 --> 01:19:17.000]  There's no better way to power your body.
[01:19:17.000 --> 01:19:24.000]  Fluorolife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[01:19:24.000 --> 01:19:35.000]  When paired with carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[01:19:35.000 --> 01:19:43.000]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[01:19:43.000 --> 01:19:49.000]  There's no better time to try fluorolife and carnivore to see how well they can support your body.
[01:19:49.000 --> 01:19:57.000]  Don't miss out on the chance to fuel your body and support recovery. Try the Infowars Life Daily Digestive Pack today.
[01:20:19.000 --> 01:20:34.000]  President Trump and America are celebrating the six-month anniversary of the Tax Cuts and Jobs Act.
[01:20:34.000 --> 01:20:40.000]  President Trump is delivering remarks on that right now. Let's go back to President Trump.
[01:20:40.000 --> 01:20:52.000]  Yes, thank you President Trump. Thank you so much. A businessman that knows what he's doing. Not a half like Obama that killed the economy.
[01:20:52.000 --> 01:20:56.000]  Perhaps he did it on purpose. Maybe he's really good at killing the economies. Maybe that's what he wanted to do.
[01:20:56.000 --> 01:21:01.000]  Maybe Soros was telling him to do it. Soros was invested in other countries becoming more powerful.
[01:21:01.000 --> 01:21:03.000]  That's after all how the guy made his billion.
[01:21:03.000 --> 01:21:11.000]  She got the biggest by far, including you, Ivanka, and including all of my political geniuses out here.
[01:21:11.000 --> 01:21:18.000]  Great job. You're a professional speaker. Have you done that before? I have not. You have not?
[01:21:18.000 --> 01:21:25.000]  That's why people relate to President Trump. He's just real. He's not staged. He's not fake. He's not phony.
[01:21:25.000 --> 01:21:36.000]  Another American who has used his tax cut to give back to others is Guy Birkebal, President of Guy Chemical in Somerset, Pennsylvania.
[01:21:36.000 --> 01:21:44.000]  The great state of Pennsylvania. Incredible place. Guy increased bonuses, raised salaries, and purchased new equipment.
[01:21:44.000 --> 01:21:52.000]  Guy has also hired 30 new employees to help meet customer demand, which is actually booming right now, the best he's ever had.
[01:21:52.000 --> 01:22:01.000]  And here with Guy are two of his tremendous employees, Lee and Deist and Michelle Trulik.
[01:22:01.000 --> 01:22:08.000]  We want to ask Guy, maybe if you could come up, say a few words about the tax cuts and how it's affected your company,
[01:22:08.000 --> 01:22:13.000]  and I assume your people that work for you are really happy. Please.
[01:22:13.000 --> 01:22:15.000]  Thank you.
[01:22:17.000 --> 01:22:20.000]  So Trump is now inviting another individual up here.
[01:22:20.000 --> 01:22:30.000]  President Trump and the members of Congress who have voted for this tax bill, I can't tell you how much it means to my company and my employees.
[01:22:30.000 --> 01:22:36.000]  When I founded my company in 1995, I mourned my house seven times.
[01:22:36.000 --> 01:22:46.000]  When Obama used to call people up for events like this, it would be quote unquote, victims or people who are now receiving a handout.
[01:22:46.000 --> 01:22:53.000]  Those were the two main occasions of Obama. When I say victims, I mean like, you know, a transgender or a lesbian or someone,
[01:22:53.000 --> 01:23:01.000]  you know, a victim of society and or somebody that just received, you know, a handout, a welfare check,
[01:23:01.000 --> 01:23:04.000]  or, you know, his promised free healthcare or something.
[01:23:04.000 --> 01:23:09.000]  So that's what Obama used to come up here and tout with his stuff.
[01:23:09.000 --> 01:23:13.000]  And most of it was very superficial and there was no real meat to it.
[01:23:13.000 --> 01:23:19.000]  What did Trump do? Trump's policies delivered.
[01:23:19.000 --> 01:23:26.000]  So it's not a policy where you just say, oh, here's victim X. I'm going to take care of you and here's victim Y.
[01:23:26.000 --> 01:23:29.000]  I'm going to take care of you and you just virtue signal or give them something.
[01:23:29.000 --> 01:23:33.000]  This is a working policy that benefits everyone.
[01:23:33.000 --> 01:23:38.000]  So let's go back to I believe the guy's name was Guy from Guy Chemicals explaining this.
[01:23:38.000 --> 01:23:45.000]  So with the tax cut money, I have been increasing salaries and we have also increased bonuses to our employees.
[01:23:45.000 --> 01:23:52.000]  I have some of my employees that have come down or sitting out here in the fourth row and I have two right here.
[01:23:52.000 --> 01:24:00.000]  Michelle Trulik, her son also works for us, Stu. Michelle is one of our line leaders.
[01:24:00.000 --> 01:24:10.000]  She is using the additional money from her increased bonus to fix her car. I take it so she has a reliable way to work every day.
[01:24:10.000 --> 01:24:12.000]  And then the mechanic gets a benefit.
[01:24:12.000 --> 01:24:19.000]  And her and her husband are also taking a vacation, a second honeymoon to celebrate their 25th wedding anniversary this year.
[01:24:19.000 --> 01:24:28.000]  And then the hotel benefits because they have increased revenue. So that's how it works.
[01:24:28.000 --> 01:24:32.000]  And Lee Deist, he's a Navy veteran.
[01:24:32.000 --> 01:24:36.000]  But the left, see the left wants your money in the hands of the government.
[01:24:36.000 --> 01:24:41.000]  You see the difference here. The left wants your hands, your money in the hands of the government.
[01:24:41.000 --> 01:24:46.000]  He is our head of maintenance. He's the guy that keeps my plant running.
[01:24:46.000 --> 01:24:51.000]  He and his wife have two young daughters under the age of four.
[01:24:51.000 --> 01:24:58.000]  So he's using his additional money from his bonus to help offset his expenses for childcare.
[01:24:58.000 --> 01:25:05.000]  Now, so think about this. Trump brings these people out to talk about how the tax cuts, which are for everyone,
[01:25:05.000 --> 01:25:09.000]  he doesn't take one individual here and one individual here and say,
[01:25:09.000 --> 01:25:15.000]  oh, I'm going to make sure to cater to you less than 1% of the population.
[01:25:15.000 --> 01:25:22.000]  He installs a policy that works for everyone.
[01:25:22.000 --> 01:25:26.000]  And you don't have to take your money and give it to the government. You get to keep your own money.
[01:25:26.000 --> 01:25:29.000]  You get to keep the money you work for.
[01:25:29.000 --> 01:25:34.000]  This is like, I mean, is that what this is?
[01:25:34.000 --> 01:25:38.000]  Are people so ignorant on economics? Are people just so ignorant?
[01:25:38.000 --> 01:25:43.000]  They're never taught this. They don't get it that they don't even stand the basic principles of economics.
[01:25:43.000 --> 01:25:46.000]  And then they demonize this phrase, trickle down economics.
[01:25:46.000 --> 01:25:50.000]  They say, oh, trickle down economics. No, it doesn't work.
[01:25:50.000 --> 01:25:55.000]  Well, okay, you know what does works? Tax cuts.
[01:25:55.000 --> 01:26:00.000]  That's not a trickle down theory. That's a quit funding the corrupt government,
[01:26:00.000 --> 01:26:07.000]  the metastasizing fat overweight obese government and start giving yourself some of that revenue.
[01:26:07.000 --> 01:26:10.000]  Start funding your own life.
[01:26:10.000 --> 01:26:15.000]  I mean, good Lord, who enjoys government services? Am I missing something here?
[01:26:15.000 --> 01:26:22.000]  Who wants government services? Who wants more government services? Who's begging to go to the public sector?
[01:26:22.000 --> 01:26:30.000]  No one. You go to the private sector. That's where capitalism thrives.
