[00:00.000 --> 00:11.000]  292 days left until the 2020 election this November.
[56:15.000 --> 56:20.000]  Now, there's no doubt that they're so desperate because they're losing politically that this is what they're going to try.
[56:20.000 --> 56:22.000]  And that's why I'm going to be there.
[56:22.000 --> 56:25.000]  And we're going to be in DC as well as long as we need to be.
[56:25.000 --> 56:27.000]  This is a very historic time.
[56:27.000 --> 56:28.000]  Thank you very much for the call.
[56:28.000 --> 56:31.000]  All right, I'm going to go to break and come back with all the other callers.
[56:31.000 --> 56:37.000]  Michael and Dale and Brady and Willard and Tom.
[56:37.000 --> 56:39.000]  We have active state police in Virginia.
[56:39.000 --> 56:41.000]  Wow, that's a huge call.
[56:41.000 --> 56:43.000]  We're going to go to Willard the minute week.
[56:43.000 --> 56:45.000]  Let's just, well, I've got one minute.
[56:45.000 --> 56:46.000]  Willard, don't hang up.
[56:46.000 --> 56:48.000]  We're going to be back in two minutes.
[56:48.000 --> 56:53.000]  I'll go right to you and then to Tom and everybody else.
[56:53.000 --> 56:56.000]  And these times in history happen.
[56:56.000 --> 56:58.000]  Well, we're going into one right now.
[56:58.000 --> 57:02.000]  And there are a lot of powerful forces that think they can use this country's openness to take us down.
[57:02.000 --> 57:07.000]  And if Americans just woke up with the chai comms and others are funding Hollywood to do this,
[57:07.000 --> 57:10.000]  no one would go along with this.
[57:10.000 --> 57:16.000]  But you've got a bunch of idiots in these colleges that don't even know what the three branches of government are
[57:16.000 --> 57:21.000]  who fantasize about some communist takeover as if they're going to be in charge of that.
[57:21.000 --> 57:27.000]  And our tolerance of the left and corruption has led us to this point.
[57:27.000 --> 57:33.000]  I believe through action, political action and prayer that we're going to be able to derail this
[57:33.000 --> 57:37.000]  and have cameras to expose the deep state if they try to pull something.
[57:37.000 --> 57:44.000]  But let me tell you, this is a time for everybody to be as awake as they can be.
[57:44.000 --> 57:45.000]  Stay with us.
[57:45.000 --> 57:53.000]  I want to talk about super silver whitening toothpaste because I hadn't tried it except for maybe the last week and a half.
[57:53.000 --> 57:57.000]  And I told Alex, I said, man, this is the best toothpaste I've ever tried.
[57:57.000 --> 57:59.000]  He's like, well, what are you doing just sitting in here telling me?
[57:59.000 --> 58:01.000]  You got to get up there and tell people.
[58:01.000 --> 58:08.000]  So here I am telling people, super silver whitening toothpaste is by far the best toothpaste I've ever tried.
[58:08.000 --> 58:13.000]  And I'm 45 years old and I've tried a lot of different toothpaste and it's fluoride free.
[58:13.000 --> 58:19.000]  I think the big difference, the game changer in this is the coral calcium because after I brush my teeth with this,
[58:19.000 --> 58:25.000]  they feel so clean and the toothpaste that I don't even like rinse out my mouth after I brush my teeth with this.
[58:25.000 --> 58:26.000]  It feels so good.
[58:26.000 --> 58:30.000]  It feels like it feels like good things are happening in my mouth.
[58:30.000 --> 58:49.000]  In fact, I find myself brushing my teeth three to four times a day rather than just twice a day now because I like the way it feels.
[58:49.000 --> 58:51.000]  Hey, you there.
[58:51.000 --> 58:53.000]  We have a problem.
[58:53.000 --> 58:56.000]  You see, there is a baby.
[58:56.000 --> 59:00.000]  The mother of this baby is not sure she's ready.
[59:00.000 --> 59:04.000]  The father of this baby doesn't want to settle down.
[59:04.000 --> 59:07.000]  The mother starts to have regrets.
[59:07.000 --> 59:10.000]  The father considers leaving town.
[59:10.000 --> 59:14.000]  But a friend says there's a solution.
[59:14.000 --> 59:18.000]  She says to have an abortion.
[59:18.000 --> 59:20.000]  The mother decides to look into it.
[59:20.000 --> 59:23.000]  The clinic assures her it's safe.
[59:23.000 --> 59:25.000]  She's made her decision.
[59:25.000 --> 59:27.000]  She's going to have an abortion.
[59:27.000 --> 59:33.000]  The problem is that baby is you.
[59:33.000 --> 59:43.000]  Join me, Owen Schreuer, at the March for Life, Friday, January 24th in Washington, DC, noon at the National Mall.
[59:43.000 --> 59:44.000]  I'll see you there.
[59:44.000 --> 59:46.000]  It's time to stand up for the unborn.
[59:46.000 --> 59:51.000]  It's time to speak out for the voiceless.
[59:51.000 --> 59:56.000]  You're listening to the Alex Jones show.
[1:00:12.000 --> 1:00:14.000]  All right, I'm not going to recap.
[1:00:14.000 --> 1:00:19.000]  I'll do it again at the start of the next segment about what's happening in Virginia.
[1:00:19.000 --> 1:00:22.000]  But the governors declared an emergency.
[1:00:22.000 --> 1:00:24.000]  The Democrats are saying there's going to be a civil war there.
[1:00:24.000 --> 1:00:26.000]  They said it first.
[1:00:26.000 --> 1:00:27.000]  We're like, really?
[1:00:27.000 --> 1:00:28.000]  And then now it's clear what they're doing.
[1:00:28.000 --> 1:00:36.000]  They want to do this during the Trump Senate trial to try to have some shooting between the left and right to then paint gun owners as terrorists.
[1:00:36.000 --> 1:00:37.000]  That's my view.
[1:00:37.000 --> 1:00:39.000]  That's what pretty much everybody's come to the consensus of.
[1:00:39.000 --> 1:00:42.000]  We're taking uncensored calls from police officers.
[1:00:42.000 --> 1:00:47.000]  Got a call from an officer that works on the West Coast that did work in Virginia in Richmond.
[1:00:47.000 --> 1:00:53.000]  Now we have Willard, active state police in Virginia on the subject of what's coming.
[1:00:53.000 --> 1:00:55.000]  What's your view on your expert view on this, Willard?
[1:00:55.000 --> 1:00:57.000]  And thanks for calling.
[1:00:57.000 --> 1:01:05.000]  Well, Alex, first of all, the people shouldn't be voting in counties to declare sanctuary cities.
[1:01:05.000 --> 1:01:07.000]  They ought to be arresting this guy.
[1:01:07.000 --> 1:01:09.000]  Obama's running this program.
[1:01:09.000 --> 1:01:13.000]  I got people all over the place, friends, cops, military.
[1:01:13.000 --> 1:01:17.000]  Obama's running this thing and Obama's still running our government.
[1:01:17.000 --> 1:01:23.000]  There's people in high places in the government and they're told to do what they ignore Trump or they'll indict them.
[1:01:23.000 --> 1:01:27.000]  And the people are just scared and people are just frustrated.
[1:01:27.000 --> 1:01:35.000]  But I tell you this, Alex, if they go ahead and go along with this, I'm going to roll with it because the American people are stupid for putting up with it.
[1:01:35.000 --> 1:01:45.000]  But no, I'm not going to go door to door confiscating. What they're going to do, they'll probably go away quietly and just have people like me pull you over and grab your guns and put you in jail.
[1:01:45.000 --> 1:01:50.000]  And you know, you're right. The American people have put up with this. Texas is about to turn blue.
[1:01:50.000 --> 1:01:54.000]  And I tell good old boys, that'll never happen. Yeah, BS.
[1:01:54.000 --> 1:02:05.000]  Yeah, well, I talked to a neighbor of mine and he kind of sees what's going on too. And his philosophy is just to just act like his guns got stolen so he can bury him in the backyard.
[1:02:05.000 --> 1:02:11.000]  Well, that's not going to get anything done. And no, I'm not telling everybody to go up there with arms and start shooting more.
[1:02:11.000 --> 1:02:16.000]  What I'm saying is people need to stop voting and start arresting.
[1:02:16.000 --> 1:02:26.000]  And until and I'm law enforcement and I'm going to follow the law, even though the law is wrong, I'm going to follow it until people wake up and start arresting.
[1:02:26.000 --> 1:02:35.000]  This guy should be arrested. Not only should he be arrested, our family fathers would start lining us up right now and start shooting us for letting them get away with this.
[1:02:35.000 --> 1:02:49.000]  You know, some stations don't carry this first five minutes. Please hold because I want you as a state police officer in Virginia to explain to people what you're seeing because she I've done a lot of research.
[1:02:49.000 --> 1:02:59.000]  So I know when somebody knows what they're talking about. And I just got chills when you talked about Obama running this because in my research in this a few months ago, we noticed the DNC is involved.
[1:02:59.000 --> 1:03:08.000]  But that Obama specifically organized the Trayvon Martin response when they kept saying the cops were killing innocent people trying to get martial law going.
[1:03:08.000 --> 1:03:17.000]  Hey, guys, pull me from yesterday's stack. The article about 2015 Obama plan martial law in Maryland and all that and the FEMA can't plan.
[1:03:17.000 --> 1:03:23.000]  So when we come back, I want you to specifically talk about what you're being told by others, obviously hire us up.
[1:03:23.000 --> 1:03:32.000]  I'm guessing that this is being run out of the deep state. It is. And that's the critical last piece because I would have expected incremental civil emergency.
[1:03:32.000 --> 1:03:40.000]  And then as soon as one or two people get killed, whether it happens by accident or they stage it, it's going to be an emergency statewide.
[1:03:40.000 --> 1:03:48.000]  And they're going to then activate the leftist to burn cities down and start killing police everywhere to try to get police to line up behind the deep state and say, well, it's your fault.
[1:03:48.000 --> 1:04:03.000]  You said something else that absolutely put the cherry on top. You said they're threatening all these other people in the government, not just police leaders that will indict all your asses once Trump's gone.
[1:04:03.000 --> 1:04:07.000]  And that's exactly what's going on behind the scenes. They're threatening everybody. I've been threatened.
[1:04:07.000 --> 1:04:13.000]  But most people give in to the threat. So when we come back, Willard, will you hold one minute till we come back?
[1:04:13.000 --> 1:04:14.000]  Sure.
[1:04:14.000 --> 1:04:21.000]  All right, because everything Willard's saying, folks, that's why Trump's got to start arresting. That's why the Justice Department's got to move.
[1:04:21.000 --> 1:04:26.000]  They're not just going to stage a rushing game. They're not just going to state this Ukraine crap. They're not just going to try to get riots going.
[1:04:26.000 --> 1:04:34.000]  They're going to keep bullying and harassing and suing and death-threading and paying people off to do criminal stuff to people that support Trump.
[1:04:34.000 --> 1:04:42.000]  I can take it. In fact, I don't enjoy paying, but I do at this level. I mean, I'm on fire. Just not scare me.
[1:04:42.000 --> 1:04:49.000]  But a lot of people just don't go with it. They go the other direction and curl up in a ball. That's what he's telling you is going on.
[1:04:49.000 --> 1:04:53.000]  They're threatening people ahead of this throughout the government in Virginia.
[1:04:58.000 --> 1:05:07.000]  Allergies, dander, asthma, germs, toxins. There are many reasons why we need to think about what is really in the air around us.
[1:05:07.000 --> 1:05:12.000]  We may not be able to stop breathing, but we can control what's in the air we breathe.
[1:05:12.000 --> 1:05:20.000]  The revolutionary Alexa Pure Breeze air filtration system is a powerful ally in the fight against the dangerous toxins and viruses in the air.
[1:05:20.000 --> 1:05:28.000]  Powerful, quiet, and effective, the breeze uses a four-step purification process to help you breathe easier and cleaner.
[1:05:28.000 --> 1:05:36.000]  Similar systems could cost hundreds to even thousands of dollars, but the Alexa Pure Breeze air purification is the best and most affordable bar none.
[1:05:36.000 --> 1:05:44.000]  The breeze in the ion cluster patented technology used in the system, eliminate up to 99.97% of airborne contaminants.
[1:05:44.000 --> 1:05:50.000]  Get the Alexa Pure Breeze today and save big on a world-class air filtration system for your home.
[1:05:50.000 --> 1:06:07.000]  Don't keep breathing toxic or dangerous air. Get this special today at InfowarsStore.com.
[1:06:21.000 --> 1:06:23.000]  I don't want to interrupt, but I'm leaving.
[1:06:23.000 --> 1:06:30.000]  You've been doing great, Owen. You're going to finish up with these calls within Gregory's and, of course, Harrison Smith are going to take another hour of calls.
[1:06:30.000 --> 1:06:35.000]  The crew's volunteered to do it, so we're here live covering this, hoping everything de-escalates.
[1:06:35.000 --> 1:06:40.000]  So the live coverage continues. Everybody spread those links. The globals are hacking us, trying to shut this down.
[1:06:40.000 --> 1:06:46.000]  Don't let them win. No BS. Everything's straight shooting here. See, I don't have some Mackie Valley manipulative view.
[1:06:46.000 --> 1:06:50.000]  With me, it's all straightforward attack. That's the real power.
[1:06:50.000 --> 1:06:57.000]  Don't act so surprised, globalist. You didn't think you could silence the American people, did you?
[1:06:57.000 --> 1:07:06.000]  Join Band-Aught Video and I will complete your training. Together, we can overthrow the Emperor and restore the Republic.
[1:07:06.000 --> 1:07:19.000]  Ladies and gentlemen, couldn't be more epic the attempt to start 1776 Part II by the deep state.
[1:07:19.000 --> 1:07:25.000]  They know Trump's winning. They know the political system is realigning against the Democrats and their America-hating garbage.
[1:07:25.000 --> 1:07:31.000]  So now they're trying to start a war in Virginia where the Revolutionary War started.
[1:07:31.000 --> 1:07:41.000]  Started there and in Boston. And they're trying to trigger American gun owners to get into a shooting war with the police.
[1:07:41.000 --> 1:07:49.000]  Now the governor has declared a state of emergency ahead of demonstrations next week in the Commonwealth's capital.
[1:07:49.000 --> 1:07:56.000]  I will be there at the same time, just 35 miles from where the capital is there.
[1:07:56.000 --> 1:08:06.000]  The federal capital in the District of Criminals is going to be running the trial of the President.
[1:08:06.000 --> 1:08:16.000]  The planets are aligning. Willard is a current state police officer and I want him to walk through what he just said last segment.
[1:08:16.000 --> 1:08:22.000]  Some stations don't carry it about Obama's behind it. He's being told by hires up.
[1:08:22.000 --> 1:08:29.000]  They're threatening the hires up in government that you'll all be indicted down the road when the deep state takes over and Trump's removed.
[1:08:29.000 --> 1:08:36.000]  This is a plan. This is a move. They've been trying it before two years ago in Virginia, in Charlottesville.
[1:08:36.000 --> 1:08:43.000]  So it's on, ladies and gentlemen. Willard, please lay this out for folks.
[1:08:43.000 --> 1:08:48.000]  Well, first thing, like I said in the beginning, you know, voting is over. It's time for arresting.
[1:08:48.000 --> 1:08:52.000]  And people have the power. You don't have to get your guns out to go arrest these people.
[1:08:52.000 --> 1:08:57.000]  Now people show up up there. We can get this done. And a lot of people are not paying attention.
[1:08:57.000 --> 1:09:04.000]  Obama is running this thing. And this is from the people I know in government who's telling me this.
[1:09:04.000 --> 1:09:09.000]  They're all been threatened. I mean, look what they're doing. They're trying to arrest President Trump in front of the whole world.
[1:09:09.000 --> 1:09:12.000]  They don't got all of the people that helped him get a voter to arrest it.
[1:09:12.000 --> 1:09:19.000]  And people are just sitting back and saying, well, we'll hide up under our city council. Well, that's not going to work because
[1:09:19.000 --> 1:09:24.000]  the word is going to go out and you're going to get arrested and you're going to go to jail and they're not going to come.
[1:09:24.000 --> 1:09:27.000]  The people that are going to do door to door, I don't think it's going to happen.
[1:09:27.000 --> 1:09:35.000]  But they do have foreign, we do have foreign people in our police department and a lot of people are like, where are these people coming from?
[1:09:35.000 --> 1:09:40.000]  And a lot of people don't know Bill Barr is Bill Barr and none of these people are going to do nothing.
[1:09:40.000 --> 1:09:46.000]  They're all part of the deep state. That's why it's taking so long for these arrests to happen.
[1:09:46.000 --> 1:09:52.000]  And these voting machines or these voting machines are what these people get falsely elected.
[1:09:52.000 --> 1:09:57.000]  And they said, well, the people voted for this. And so now we're going to take your arms. This is the big test case.
[1:09:57.000 --> 1:10:05.000]  There is bills all over this country and they're ready to dump them as soon as this thing, if it doesn't come off the hinges,
[1:10:05.000 --> 1:10:11.000]  they're going to go ahead and force these other states and you're going to see there's a bunch of sleeper cells all in this country.
[1:10:11.000 --> 1:10:20.000]  And it's sad and I hate to see it, but like I said, if they pass the law, I'm going to arrest you and I'm going to charge you and I'm going to do what they told me to do.
[1:10:20.000 --> 1:10:23.000]  I'm not going door to door. That's for the other people.
[1:10:23.000 --> 1:10:27.000]  But if you get pulled over and you got these guns, I'm going to arrest you and you're going to go to jail.
[1:10:27.000 --> 1:10:34.000]  And I don't want that, but the people need to wake up and do something and you don't have to be armed to do something.
[1:10:34.000 --> 1:10:44.000]  And let's expand on that. The Texas Domestic Terrorism Threat Assessments put out a huge report on the number one terror threat, 48 pages long.
[1:10:44.000 --> 1:10:57.000]  And it mirrors what the FBI came out and said that the main threat is leftist antifa, ladies and gentlemen, and that they are going out doing the majority of the mass shootings consciously to blame the Second Amendment.
[1:10:57.000 --> 1:11:04.000]  You now have this man kill his wife saying he wants guns to be taken now, this Democrat. This is what these people are doing.
[1:11:04.000 --> 1:11:12.000]  You have the Bernie Sanders campaign operative saying, oh, Sanders supports arresting people, putting them in FEMA camps.
[1:11:12.000 --> 1:11:18.000]  If they're white males or don't turn their guns in, they say we're going to use violence and kill the police.
[1:11:18.000 --> 1:11:22.000]  We're going to confront Trump supporters violently. We're going to burn down all the cities.
[1:11:22.000 --> 1:11:31.000]  There are quotes and Sanders won't even decry this guy. This campaign's locked down all their Twitter accounts in that state because they're all making similar comments.
[1:11:31.000 --> 1:11:34.000]  These are classical communists planning their overthrow.
[1:11:34.000 --> 1:11:40.000]  Texas government forewarns incel rebellion says incels are emerging domestic terrorism threat.
[1:11:40.000 --> 1:11:47.000]  Incel rebellion wanting human depopulation and hating women because they don't like them.
[1:11:47.000 --> 1:11:56.000]  They are black outfits. They are anti-human. They are anti-gun. They are big environmentalists.
[1:11:56.000 --> 1:12:06.000]  They're antifa members. Going back to you, Willard, what is the sense of, or have you guys talked about, obviously, of the deep states running this?
[1:12:06.000 --> 1:12:13.000]  It's a test case. The governor first said, yeah, we're going to take the guns, take the ammo, shut down the gun ranges, all of it.
[1:12:13.000 --> 1:12:22.000]  But then he goes, oh, it's not going to be that bad. But then now we see these really bad bills to register, to confiscate the semi-auto, to ban massive bans.
[1:12:22.000 --> 1:12:29.000]  I mean, DC-level type stuff progressing very fast through the statehouse. What's the word on the progression of this, Willard?
[1:12:29.000 --> 1:12:38.000]  Well, what we hear in Alex is they're just going to push this bill. They're going to pass it, but they're not going to force it right away.
[1:12:38.000 --> 1:12:45.000]  They're going to do it in increments. And they're going to, until they can get their people in certain counties and certain cities,
[1:12:45.000 --> 1:12:53.000]  and they're just going to just keep letting this thing brew and brew and brew until they got their people in place.
[1:12:53.000 --> 1:13:01.000]  And then they're going to bring in, the military is not going to do it. It's going to be the UN that's going to come in in military uniforms to do it.
[1:13:01.000 --> 1:13:07.000]  And they'll do that during a civil war, invited in if Trump was removed. Hillary and others have said that.
[1:13:07.000 --> 1:13:14.000]  But let's expand. They want to cause a civil insurrection now, though, in Virginia to kick this whole thing off.
[1:13:14.000 --> 1:13:21.000]  That's what I'm saying. I'm not talking about long-term, they're gun confiscation plan. I'm saying they're trying to be provocative now in Virginia.
[1:13:21.000 --> 1:13:24.000]  The deep state is to try to trigger something.
[1:13:24.000 --> 1:13:30.000]  Well, they are. They're trying to trigger stuff. You know, we arrest these Antifa guys left and right.
[1:13:30.000 --> 1:13:37.000]  Okay. We catch them drunk out of their mind and they're trying to burn stuff down and bomb stuff and everything.
[1:13:37.000 --> 1:13:42.000]  And they are. They're just trying to see how far they can push this thing. And then it's going to quiet down.
[1:13:42.000 --> 1:13:46.000]  And then they're going to come later. That's what we're getting.
[1:13:46.000 --> 1:13:54.000]  By the way, Soros has elected hundreds of DAs and sheriffs. The political says he's taking over the law.
[1:13:54.000 --> 1:14:01.000]  Yeah, that's what's going on. And that's what I just said. They're putting people into these counties, these sanctuary counties.
[1:14:01.000 --> 1:14:07.000]  And then when they get enough from in there, then they're really going to hammer people and people just are not paying attention.
[1:14:07.000 --> 1:14:11.000]  And one more thing, Alex, I'll show you. I know what I'm talking about. Bill Barr is not going to do nothing.
[1:14:11.000 --> 1:14:19.000]  The word is from the people I know, Bill Barr is not going to arrest nobody. They'll go out to struck a page and, you know, it's going to be quiet and everything.
[1:14:19.000 --> 1:14:26.000]  But the big fish, they're trying to hope they're trying to get Trump out. That's the goal. Get Trump out, delay, delay, delay.
[1:14:26.000 --> 1:14:32.000]  And then when Trump is gone, we can just put this thing on the rug and it's over. And people are just not paying attention.
[1:14:32.000 --> 1:14:38.000]  They've got all this faith and confidence of Bill Barr. Bill Barr is one of them. Bill Barr is the one.
[1:14:38.000 --> 1:14:44.000]  And I'll tell you another thing, too. Alex, you know Trump don't talk about Hillary's emails anymore because he's got them. He's got them.
[1:14:44.000 --> 1:14:51.000]  That's why he's not talking about them anymore. And this is what I was told. Giuliani's parallel Bill Barr.
[1:14:51.000 --> 1:14:58.000]  So when Bill Barr don't deliver by this election, Bill Barr is gone. Giuliani's in. Giuliani said he's ready to go.
[1:14:58.000 --> 1:15:04.000]  Trump has to act because here's the thing. They keep taking shots of the president and missing.
[1:15:04.000 --> 1:15:09.000]  But you don't let them keep taking the shots. I know they want to stabilize things and I want stability, too.
[1:15:09.000 --> 1:15:15.000]  But the globalists are destabilizing. They're the danger. The destabilization is letting them keep having more shots.
[1:15:15.000 --> 1:15:22.000]  The president and the Pentagon and everybody, this is not a normal threat. This is a foreign CHICOM funded threat.
[1:15:22.000 --> 1:15:28.000]  We need direct action by people in the government that are patriots, directed by the president.
[1:15:28.000 --> 1:15:33.000]  And the leadership of the globalists need to be dealt with. They need to be eliminated.
[1:15:33.000 --> 1:15:40.000]  I'll just say it right out there on air. This is a job for the president. They're not going to do it, Alex, because they've all been threatened.
[1:15:40.000 --> 1:15:45.000]  They saw what happened to Roger Stone and everybody. They're not going to do nothing.
[1:15:45.000 --> 1:15:50.000]  No, I get it. That's why they do stuff to me and everybody else is to intimidate everybody. But people better be scared of not taking action.
[1:15:50.000 --> 1:16:04.000]  Thank you. More calls straight ahead. Stay there, everybody. Don't hang up, callers.
[1:16:21.000 --> 1:16:23.000]  My diabetes has totally improved.
[1:16:23.000 --> 1:16:30.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[1:16:30.000 --> 1:16:55.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[1:16:55.000 --> 1:17:01.000]  Finally, there's a way for you to get into the blockchain, the hottest financial sector without all the speculation.
[1:17:01.000 --> 1:17:06.000]  No, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[1:17:06.000 --> 1:17:26.000]  Seen on programs broadcast on Fox Business News, blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace inspired by entrepreneurs who sold picks and shovels during the gold rush.
[1:17:26.000 --> 1:17:36.000]  The equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month. Don't miss this one. Stake your claim today.
[1:17:36.000 --> 1:17:47.000]  Call 800-600-3388. That's 800-600-3388. These valuable lease contracts won't last long. Call now 800-600-3388.
[1:17:47.000 --> 1:17:49.000]  800-600-3388.
[1:17:49.000 --> 1:18:09.000]  If you understand why the globalist, why the servants of Satan hate info wars, it's because we're awake, we're alive, we're passionate and we're not giving up.
[1:18:09.000 --> 1:18:19.000]  That's why it's critical for those of us that are aware of the New World Order's plans to not get down when they attack us and they persecute us and they lie about us.
[1:18:19.000 --> 1:18:35.000]  That's what we should expect because we are hurting these scumbags. The globalists have literally sold their souls to the dark side and they do what they do because they're slaves because they are eternally driven to try to suppress and dominate and destroy the innocent.
[1:18:35.000 --> 1:18:50.000]  They fear to us who are awake, not the sheep and not the wolves, but the sheep dogs to stand firm and resist these wicked tyrants. They fear the fact that we are awake. They fear the fact that we are alive.
[1:18:50.000 --> 1:18:58.000]  They fear the fact that we love God and that's all we ever have to know is that God is in charge.
[1:18:58.000 --> 1:19:08.000]  I spend a lot of time reminding the info wars, the family of listeners and viewers that without you we won't be on the air and I spend a lot of time thanking you.
[1:19:08.000 --> 1:19:16.000]  But I really think you should thank yourself for keeping us on the air and really changing the world for the better and raising the alarm as modern ball reviewers.
[1:19:16.000 --> 1:19:23.000]  But something I should spend more time on is just reminding you that these products are really amazing.
[1:19:23.000 --> 1:19:32.000]  You've got that pledge from me, but you've seen the third party test out there, the air filtration, the water filtration. The supplements are all the very best you're going to find out there.
[1:19:32.000 --> 1:19:38.000]  And you can't fund an operation anywhere else that's fighting the globalist this hard.
[1:19:38.000 --> 1:19:52.000]  So it's not a burden to support info wars. It really is something that is good for everybody that stands for justice and freedom and makes your life and your family's life and your children's life so much better.
[1:19:52.000 --> 1:20:00.000]  So visit infowarstore.com today.
[1:20:00.000 --> 1:20:08.000]  You're listening to the Alex Jones show.
[1:20:08.000 --> 1:20:28.000]  Okay, it's the info war. I'm Alex Jones and I just spent 20 minutes with one caller, but people understand why I did. He's active state police and was breaking down what we already know the deep state is in control of this.
[1:20:28.000 --> 1:20:38.000]  They want to cause some type of big incident. They did that obviously at Charlottesville colliding the two groups together and try to then blame the president for that. And they want to say, oh, look, we're right.
[1:20:38.000 --> 1:20:46.000]  It happened in Virginia again. It's a no brainer. Now he's declared an emergency. I'm going to move through these calls as quickly as I can so you don't have to hold too long. Tom in Texas.
[1:20:46.000 --> 1:20:51.000]  Thanks for holding. You were a police officer from Virginia Beach. Give us your take.
[1:20:51.000 --> 1:20:59.000]  Hi, Tom. So Tom here from Virginia, Virginia Beach. I'm now staying in residing in Houston, Texas.
[1:20:59.000 --> 1:21:05.000]  I'm in the security industry here, retired and early.
[1:21:05.000 --> 1:21:11.000]  Let's just say about 10 years ago.
[1:21:11.000 --> 1:21:17.000]  I have extensive training and civil disobedience.
[1:21:17.000 --> 1:21:23.000]  That sort of thing and Virginia Beach and
[1:21:23.000 --> 1:21:28.000]  was involved in some
[1:21:28.000 --> 1:21:35.000]  very interesting things back in the 90s, but Virginia Beach,
[1:21:35.000 --> 1:21:54.000]  sanctuary city, interaction with subjects coming up from the border, that sort of thing. And the Virginia Beach firearms, the firearms here in Virginia, I'm finding that
[1:21:54.000 --> 1:22:00.000]  if you're law enforcement, you're supposed to interact with the
[1:22:00.000 --> 1:22:08.000]  public. I understand that a lot of things are going to
[1:22:08.000 --> 1:22:22.000]  happen here soon.
[1:22:22.000 --> 1:22:31.000]  Well, what are your colleagues saying about Virginia because to me it looks like a plan for, again, embarrassing the president creating a civil war. That's what Bernie's people want to them.
[1:22:31.000 --> 1:22:35.000]  That's their Hail Mary, but it's all they've got.
[1:22:35.000 --> 1:22:40.000]  I think that
[1:22:40.000 --> 1:22:44.000]  the embarrassment of the president is
[1:22:44.000 --> 1:22:52.000]  born foremost on their agenda. I think they are going to try to take him out of office.
[1:22:52.000 --> 1:22:58.000]  And I believe that
[1:22:58.000 --> 1:23:09.000]  I left my number with your peers there. If they want to get back in touch with me, please do so. I'm trying to keep my focus. I was involved in a lot of
[1:23:09.000 --> 1:23:14.000]  things.
[1:23:14.000 --> 1:23:22.000]  Well, I've got a lot of guys here that are former federal police, military, and things like that. So what I'll do is, while they're all going to be in Virginia, we've also got some of the guys driving the truck up there.
[1:23:22.000 --> 1:23:33.000]  So I'll give them your name and number. So I appreciate your call. I understand you don't want to stay a lot on air. Look, the Democrats want to start something in Virginia, and they want to start stuff in D.C.
[1:23:33.000 --> 1:23:45.000]  And we know they're making their move. And most of the FBI has problems, but they're not communist. They're not global. So Trump, obviously, I'm sure has FBI task forces down in Virginia right now.
[1:23:45.000 --> 1:23:55.000]  And there needs to be a lot of on the ground surveillance of the left and of Antifa. And I can't believe George Soros is still walking around and not in prison because these people are terrorists.
[1:23:55.000 --> 1:24:11.000]  I mean, in fact, guys, you bring me the stack yesterday I was asking for that, the 2015 plan for martial law in Maryland, the other stack on the civil internment camp stuff, because I just want to want to show that to everybody here on air when we come back from
[1:24:11.000 --> 1:24:22.000]  break so that people can know we're not just making this up. So Obama had all this set up, try to trigger race wars. It didn't work. Now Trump said they're trying to do it again. There it is on screen.
[1:24:22.000 --> 1:24:35.000]  So this is their playbook. We're like a football team that has the other sides playbook. And we're basically helping them. If we don't stand up against this and say no.
[1:24:35.000 --> 1:24:43.000]  Okay, let's go ahead and talk to Brady in Virginia. Active Navy on gun confiscation. What's your view on this? Sir, thanks for calling.
[1:24:43.000 --> 1:24:58.000]  Yeah, of course, man. I mean, it just comes down to the simple fact people got to wake the hell up. I mean, with blackface, you know, he's trying to enact these state of emergency policies for capital grounds, people got to realize that's no joke.
[1:24:58.000 --> 1:25:13.000]  And this could, you know, potentially set a very scary precedent for future gun confiscation policies and other stuff like that. So I mean, people got to realize that people are really making these plans.
[1:25:13.000 --> 1:25:31.000]  You know, a lot of people like to like to think, Oh, well, that will never happen. Or, you know, that's too far out. But it's really not. It's in plain sight. And that people do have these plans. And I know that, you know, with all these sanctuary cities being created in Virginia, it gives me a little bit of hope.
[1:25:31.000 --> 1:25:42.000]  And I would like to think that the citizens of this of this state wouldn't take any of that if it came down to it. But to be honest, I'm not real sure how it would all play out.
[1:25:42.000 --> 1:25:50.000]  And let's just boil down what this is. You know, the illegals are used as pawns. We get it. They're leaving horrible places. They're not the enemy, though they are being used as a projectile.
[1:25:50.000 --> 1:25:58.000]  Thousands of cities say we don't arrest illegal aliens even for drunk driving. They're above the law. They bring them in. They give them driver's license and then they tell them vote Democrat.
[1:25:58.000 --> 1:26:06.000]  So that is just bringing in a foreign group to vote as a block that you control to take people's guns, because anytime they want, they can selectively prosecute those illegals.
[1:26:06.000 --> 1:26:15.000]  So the Democrats are a mafia importing a permanent underclass that they control, that they dominate, that they rule. And so that's it.
[1:26:15.000 --> 1:26:24.000]  Dr. McCam shot please. Thank you. Here it is. Intermittent resettlement operations, FM 3-39-40. That was under Obama preparing martial law.
